Altium Designer Pick and Place Locations
C:\Users\johan\git_bms\BMS\Slave-18-cell\Sources\Project Outputs for slave-18-ltc6813-1\Pick Place for slave(automotive_single-AFE).csv

========================================================================================================================
File Design Information:

Date:       06/05/26
Time:       20.03
Revision:   220b1bcf9f0417f11ad9042d6f011817b4293b7b
Variant:    automotive_single-AFE
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C908","2u2/250V","TopLayer","CAPC2220(5750)230_N","36.4396","75.1609","0","MLCC"
"x202","690357281676","TopLayer","690357281676","62.7921","0.8934","180",""
"X201","690357281676","TopLayer","690357281676","91.6846","0.8934","180",""
"R119_2","100R","TopLayer","RESC1608X05N","58.3471","9.2796","270","SMD Resistor 100R 0603"
"R119_1","100R","TopLayer","RESC1608X05N","86.9221","9.2796","270","SMD Resistor 100R 0603"
"R118_2","100R","TopLayer","RESC1608X05N","59.9346","9.2796","270","SMD Resistor 100R 0603"
"R118_1","100R","TopLayer","RESC1608X05N","88.5096","9.2796","270","SMD Resistor 100R 0603"
"R117_2","100R","TopLayer","RESC1608X05N","61.5221","9.2796","270","SMD Resistor 100R 0603"
"R117_1","100R","TopLayer","RESC1608X05N","90.0971","9.2796","270","SMD Resistor 100R 0603"
"R116_2","100R","TopLayer","RESC1608X05N","63.1096","9.2796","270","SMD Resistor 100R 0603"
"R116_1","100R","TopLayer","RESC1608X05N","91.6846","9.2796","270","SMD Resistor 100R 0603"
"R115_2","100R","TopLayer","RESC1608X05N","64.6971","9.2796","270","SMD Resistor 100R 0603"
"R115_1","100R","TopLayer","RESC1608X05N","93.2721","9.2796","270","SMD Resistor 100R 0603"
"R114_2","100R","TopLayer","RESC1608X05N","66.2846","9.2796","270","SMD Resistor 100R 0603"
"R114_1","100R","TopLayer","RESC1608X05N","94.8596","9.2796","270","SMD Resistor 100R 0603"
"R113_2","100R","TopLayer","RESC1608X05N","67.8721","9.2796","270","SMD Resistor 100R 0603"
"R113_1","100R","TopLayer","RESC1608X05N","96.4471","9.2796","270","SMD Resistor 100R 0603"
"R112_2","100R","TopLayer","RESC1608X05N","69.4596","9.2796","270","SMD Resistor 100R 0603"
"R112_1","100R","TopLayer","RESC1608X05N","98.0346","9.2796","270","SMD Resistor 100R 0603"
"C115_2","10n/100V","TopLayer","CAPC1608X08N","58.3471","11.9784","270","MLCC"
"C115_1","10n/100V","TopLayer","CAPC1608X08N","86.9221","11.9784","270","MLCC"
"C114_2","10n/100V","TopLayer","CAPC1608X08N","59.9346","11.9784","270","MLCC"
"C114_1","10n/100V","TopLayer","CAPC1608X08N","88.5096","11.9784","270","MLCC"
"C113_2","10n/100V","TopLayer","CAPC1608X08N","61.5221","11.9784","270","MLCC"
"C113_1","10n/100V","TopLayer","CAPC1608X08N","90.0971","11.9784","270","MLCC"
"C112_2","10n/100V","TopLayer","CAPC1608X08N","63.1096","11.9784","270","MLCC"
"C112_1","10n/100V","TopLayer","CAPC1608X08N","91.6846","11.9784","270","MLCC"
"C111_2","10n/100V","TopLayer","CAPC1608X08N","64.6971","11.9784","270","MLCC"
"C111_1","10n/100V","TopLayer","CAPC1608X08N","93.2721","11.9784","270","MLCC"
"C110_2","10n/100V","TopLayer","CAPC1608X08N","66.2846","11.9784","270","MLCC"
"C110_1","10n/100V","TopLayer","CAPC1608X08N","94.8596","11.9784","270","MLCC"
"C109_2","10n/100V","TopLayer","CAPC1608X08N","67.8721","11.9784","270","MLCC"
"C109_1","10n/100V","TopLayer","CAPC1608X08N","96.4471","11.9784","270","MLCC"
"C108_2","10n/100V","TopLayer","CAPC1608X08N","69.4596","11.9784","270","MLCC"
"C108_1","10n/100V","TopLayer","CAPC1608X08N","98.0346","11.9784","270","MLCC"
"R1424_2","10k","TopLayer","RESC1608X05N","84.7313","50.4444","90","SMD Resistor 10k 0603"
"R1424_1","10k","TopLayer","RESC1608X05N","147.4376","49.1909","180","SMD Resistor 10k 0603"
"R1423_2","10k","TopLayer","RESC1608X05N","69.9358","51.5071","180","SMD Resistor 10k 0603"
"R1423_1","10k","TopLayer","RESC1608X05N","147.4376","47.6568","180","SMD Resistor 10k 0603"
"R1422_2","10k","TopLayer","RESC1608X05N","69.9358","50.1101","180","SMD Resistor 10k 0603"
"R1422_1","10k","TopLayer","RESC1608X05N","149.6918","46.2366","90","SMD Resistor 10k 0603"
"R1421_2","10k","TopLayer","RESC1608X05N","69.9358","48.7131","180","SMD Resistor 10k 0603"
"R1421_1","10k","TopLayer","RESC1608X05N","149.6918","42.8711","90","SMD Resistor 10k 0603"
"R610_1","0R","TopLayer","RESC1608X05N","104.8608","40.7121","270","SMD Resistor 0R 0603"
"R610_2","0R","TopLayer","RESC1608X05N","50.2508","40.7121","270","SMD Resistor 0R 0603"
"R608_2","68k","TopLayer","RESC1608X05N","43.9008","36.5846","180","SMD Resistor 68k 0603"
"R608_1","68k","TopLayer","RESC1608X05N","99.1458","37.2196","180","SMD Resistor 68k 0603"
"R607_2","10k","TopLayer","RESC1608X05N","41.9934","38.8071","90","SMD Resistor 10k 0603"
"R607_1","10k","TopLayer","RESC1608X05N","96.6058","39.1246","90","SMD Resistor 10k 0603"
"R606_2","124k","TopLayer","RESC1608X05N","47.7108","38.8071","90","SMD Resistor 124k 0603"
"R606_1","124k","TopLayer","RESC1608X05N","102.3208","39.1246","90","SMD Resistor 124k 0603"
"R605_2","10k","TopLayer","RESC1608X05N","48.9808","38.8071","90","SMD Resistor 10k 0603"
"R605_1","10k","TopLayer","RESC1608X05N","103.5908","39.1246","90","SMD Resistor 10k 0603"
"Q600_2","PBSS4112PANP","TopLayer","PBSS4112PANP","45.4883","38.8070","180","Dual NPN/PNP Transistor"
"Q600_1","PBSS4112PANP","TopLayer","PBSS4112PANP","100.0983","39.1245","180","Dual NPN/PNP Transistor"
"C608_2","10n/100V","TopLayer","CAPC1608X08N","43.2658","38.8071","270","MLCC"
"C608_1","10n/100V","TopLayer","CAPC1608X08N","97.8758","39.1246","270","MLCC"
"U1117","TLX9291A","TopLayer","SOIC127P700X220-4N","49.2983","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1116","TLX9291A","TopLayer","SOIC127P700X220-4N","46.1233","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1115","TLX9291A","TopLayer","SOIC127P700X220-4N","42.9483","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1114","TLX9291A","TopLayer","SOIC127P700X220-4N","39.7733","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1113","TLX9291A","TopLayer","SOIC127P700X220-4N","36.5983","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1112","TLX9291A","TopLayer","SOIC127P700X220-4N","33.4233","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1111","TLX9291A","TopLayer","SOIC127P700X220-4N","96.2883","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1110","TLX9291A","TopLayer","SOIC127P700X220-4N","93.1133","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1109","TLX9291A","TopLayer","SOIC127P700X220-4N","61.9983","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1108","TLX9291A","TopLayer","SOIC127P700X220-4N","58.8233","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1107","TLX9291A","TopLayer","SOIC127P700X220-4N","55.6483","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1106","TLX9291A","TopLayer","SOIC127P700X220-4N","52.4733","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1105","TLX9291A","TopLayer","SOIC127P700X220-4N","115.3383","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1104","TLX9291A","TopLayer","SOIC127P700X220-4N","112.1633","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1103","TLX9291A","TopLayer","SOIC127P700X220-4N","108.9883","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1102","TLX9291A","TopLayer","SOIC127P700X220-4N","105.8133","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1101","TLX9291A","TopLayer","SOIC127P700X220-4N","102.6383","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U1100","TLX9291A","TopLayer","SOIC127P700X220-4N","99.4633","55.6346","270","Optocoupler, Transistor Output, 1 Channel"
"U600_2","LM5161QPWPRQ1","TopLayer","PWP0014A","52.7908","46.4271","0","Automotive DC/DC buck converter"
"U600_1","LM5161QPWPRQ1","TopLayer","PWP0014A","107.4008","46.4271","0","Automotive DC/DC buck converter"
"C607_2","100n/50V","TopLayer","CAPC1608X08N","47.3933","42.6171","180","MLCC"
"C607_1","100n/50V","TopLayer","CAPC1608X08N","102.0033","42.6171","180","MLCC"
"U700_2","TCA6408APWR","TopLayer","PW0016A_L","50.0921","13.2484","180","Low-Voltage 8-Bit I2C and SMBus I/O Expander, 1.65 to 5.5 V, -40 to 85 degC, 16-pin TSSOP (PW), Green (RoHS & no Sb/Br)"
"C701_2","100n/50V","TopLayer","CAPC1608X08N","51.4610","9.7559","0","MLCC"
"C701_1","100n/50V","TopLayer","CAPC1608X08N","80.7308","8.9621","0","MLCC"
"C103_1","1u/50V","TopLayer","CAPC2012X14N","102.4796","15.7884","270","MLCC"
"U700_1","TCA6408APWR","TopLayer","PW0016A_L","79.4608","12.4546","180","Low-Voltage 8-Bit I2C and SMBus I/O Expander, 1.65 to 5.5 V, -40 to 85 degC, 16-pin TSSOP (PW), Green (RoHS & no Sb/Br)"
"U101_2","AD8628ARTZ-R2","TopLayer","ADI-RJ-5_M","21.6758","50.8721","0","Single Channel RRIO Operational Amplifier, 2.5 MHz BW, 1 V/us SR, Industrial, 5-pin SOT23 (RJ-5), Reel"
"U101_1","AD8628ARTZ-R2","TopLayer","ADI-RJ-5_M","21.6758","58.1746","0","Single Channel RRIO Operational Amplifier, 2.5 MHz BW, 1 V/us SR, Industrial, 5-pin SOT23 (RJ-5), Reel"
"U100_2","AD8628ARTZ-R2","TopLayer","ADI-RJ-5_M","70.7296","16.4234","270","Single Channel RRIO Operational Amplifier, 2.5 MHz BW, 1 V/us SR, Industrial, 5-pin SOT23 (RJ-5), Reel"
"U100_1","AD8628ARTZ-R2","TopLayer","ADI-RJ-5_M","99.3046","16.4234","270","Single Channel RRIO Operational Amplifier, 2.5 MHz BW, 1 V/us SR, Industrial, 5-pin SOT23 (RJ-5), Reel"
"R708_2","10k","TopLayer","RESC1608X05N","54.5371","11.3433","90","SMD Resistor 10k 0603"
"R708_1","10k","TopLayer","RESC1608X05N","83.9058","10.5496","90","SMD Resistor 10k 0603"
"R604_2","1R","TopLayer","RESC2012X05N","67.6498","46.1096","270","SMD Resistor 1R 0805"
"R603_2","1k","TopLayer","RESC1608X05N","59.7758","43.5696","180","SMD Resistor 1k 0603"
"R602_2","1k5","TopLayer","RESC1608X05N","62.6333","43.5696","180","SMD Resistor 1k5 0603"
"R601_2","10k","TopLayer","RESC1608X05N","50.2508","42.6171","0","SMD Resistor 10k 0603"
"R600_2","124k","TopLayer","RESC1608X05N","47.7108","44.8396","90","SMD Resistor 124k 0603"
"L600_2","220µH","TopLayer","TYS6045221M-10","62.8238","47.6971","0","Power Inductor"
"C606_2","2u2/10V","TopLayer","CAPC2012X14N","67.1418","42.6171","90","MLCC"
"C605_2","2u2/10V","TopLayer","CAPC2012X14N","65.1733","42.6171","90","MLCC"
"C604_2","100n/50V","TopLayer","CAPC1608X08N","62.6333","41.9821","0","MLCC"
"C603_2","1u/50V","TopLayer","CAPC2012X14N","57.6168","44.5856","90","MLCC"
"C602_2","100n/50V","TopLayer","CAPC1608X08N","57.5533","47.6971","270","MLCC"
"C601_2","100n/200V","TopLayer","CAPC3216X18N","48.0283","48.0146","270","MLCC"
"C600_2","1u/250V","TopLayer","CAPC4532X16N","44.8533","48.0146","270","MLCC"
"T1502","NX2301P,215","TopLayer","NXP-SOT23_N","124.5458","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"L600_1","220µH","TopLayer","TYS6045221M-10","117.4338","47.6971","0","Power Inductor"
"R604_1","1R","TopLayer","RESC2012X05N","122.3963","46.0375","270","SMD Resistor 1R 0805"
"R603_1","1k","TopLayer","RESC1608X05N","114.3858","43.5696","180","SMD Resistor 1k 0603"
"R602_1","1k5","TopLayer","RESC1608X05N","117.2433","43.5696","180","SMD Resistor 1k5 0603"
"R601_1","10k","TopLayer","RESC1608X05N","104.8608","42.6171","0","SMD Resistor 10k 0603"
"R600_1","124k","TopLayer","RESC1608X05N","102.3208","44.8396","90","SMD Resistor 124k 0603"
"C606_1","2u2/10V","TopLayer","CAPC2012X14N","121.6883","42.6171","90","MLCC"
"C605_1","2u2/10V","TopLayer","CAPC2012X14N","119.7198","42.6171","90","MLCC"
"C604_1","100n/50V","TopLayer","CAPC1608X08N","117.2433","41.9821","0","MLCC"
"C603_1","1u/50V","TopLayer","CAPC2012X14N","112.1633","44.6491","90","MLCC"
"C602_1","100n/50V","TopLayer","CAPC1608X08N","112.1633","47.6971","270","MLCC"
"C601_1","100n/200V","TopLayer","CAPC3216X18N","102.5748","48.0146","270","MLCC"
"C600_1","1u/250V","TopLayer","CAPC4532X16N","99.4633","48.0146","270","MLCC"
"TP902","Testpoint_Square","TopLayer","Testpoint_S1","40.3725","67.2234","90","Testpoint, square"
"C800_1","100n/50V","TopLayer","CAPC1608X08N","146.4533","38.9659","0","MLCC"
"TP1407_2","Testpoint_Square","TopLayer","Testpoint_S1","24.1958","5.9459","90","Testpoint, square"
"TP1407_1","Testpoint_Square","TopLayer","Testpoint_S1","38.9796","5.9459","90","Testpoint, square"
"TP1406_2","Testpoint_Square","TopLayer","Testpoint_S1","20.7233","5.9459","90","Testpoint, square"
"TP1406_1","Testpoint_Square","TopLayer","Testpoint_S1","35.9633","5.9459","90","Testpoint, square"
"TP1405_2","Testpoint_Square","TopLayer","Testpoint_S1","28.3933","5.9459","90","Testpoint, square"
"TP1405_1","Testpoint_Square","TopLayer","Testpoint_S1","43.5958","5.9459","90","Testpoint, square"
"TP1404_2","Testpoint_Square","TopLayer","Testpoint_S1","31.5183","5.9459","90","Testpoint, square"
"TP1404_1","Testpoint_Square","TopLayer","Testpoint_S1","46.4408","5.9459","90","Testpoint, square"
"TP900","Testpoint_Square","TopLayer","Testpoint_S1","7.3883","17.2171","90","Testpoint, square"
"TP903","Testpoint_Square","TopLayer","Testpoint_S1","38.9796","67.2234","90","Testpoint, square"
"TP901","Testpoint_Square","TopLayer","Testpoint_S1","4.8483","17.2171","90","Testpoint, square"
"IC900","LT8302HS8E#PBF","TopLayer","LT-S8E-8_V","11.1983","79.7646","0","Micropower No-Opto Isolated Flyback Converter, 2.8 to 42 V, -40 to 150 degC, 8-Pin SOIC (S8E), RoHS, Tube"
"R905","10k","TopLayer","RESC1608X05N","13.1033","83.5746","0","SMD Resistor 10k 0603"
"R900","390k","TopLayer","RESC1608X05N","6.4358","81.9871","180","SMD Resistor 390k 0603"
"R901","86k6","TopLayer","RESC1608X05N","6.4358","83.5746","0","SMD Resistor 86k6 0603"
"C904","1u/50V","TopLayer","CAPC2012X14N","6.4358","80.3996","0","MLCC"
"R904","220k","TopLayer","RESC1608X05N","15.3258","78.4946","270","SMD Resistor 220k 0603"
"C902","22u/50V","TopLayer","CAPC2220(5750)230_N","5.0071","75.7959","90","MLCC"
"TR900","WE_750313457","TopLayer","WE_750313457","24.5333","81.6696","0","MID-FLYLT Flyback Transformers for Linear Technology"
"D901","PDS3200","TopLayer","PowerDI5","35.7333","86.1146","0","Schottky Diode 3A 200V 780mV"
"C907","2u2/250V","TopLayer","CAPC2220(5750)230_N","36.4396","81.0346","0","MLCC"
"R903","39R","TopLayer","RESC2012X05N","14.3733","87.3846","180","SMD Resistor 39R 0805"
"C905","470p/100V","TopLayer","CAPC2012X14N","10.8808","87.3846","180","MLCC"
"C900","1u/50V","TopLayer","CAPC2012X14N","6.2771","71.0334","180","MLCC"
"L900","74404042100","TopLayer","WE-LQS_4018","2.1496","69.9221","180","WE-LQS SMD Power Inductor, L=10 µH"
"C906","4n7/1000V","TopLayer","CAPC4532X16N","24.5333","72.4621","0","MLCC"
"C903","100n/50V","TopLayer","CAPC1608X08N","9.2933","83.5746","180","MLCC"
"R1420_2","1k2","TopLayer","RESC1608X05N","92.2284","48.7291","90","SMD Resistor 1k2 0603"
"R1420_1","1k2","TopLayer","RESC1608X05N","145.3421","48.4909","90","SMD Resistor 1k2 0603"
"F900","fuse_1.25A_04661.25NR","TopLayer","LITTLEFUSE_466","1.3358","12.4546","90","Fuse, Surface Mount, 466 Series, 1.25 A, 63 VAC, 63 VDC, Very Fast Acting, 1206"
"D900","DFLS1100-7","TopLayer","DIOD-POWERDI123-2_V","1.3558","16.8796","90","1 A High Voltage Schottky Barrier Rectifier, 0.62 V, -55 to 175 degC, 2- Pin POWERDI123, Pb-Free, Tape and Reel"
"D1401_2","SMAJ85A-E3/61","TopLayer","VISH-DO-214AC-2_L","65.8083","54.6821","270","Transient Voltage Suppressor, 6.40 to 231 V, 85 V Stand-off Voltage, Uni-Directional, -55 to 155 degC, 2-pin DO-214AC, Pb-Free, Tape and Reel"
"D1401_1","SMAJ85A-E3/61","TopLayer","VISH-DO-214AC-2_L","120.1008","54.6821","270","Transient Voltage Suppressor, 6.40 to 231 V, 85 V Stand-off Voltage, Uni-Directional, -55 to 155 degC, 2-pin DO-214AC, Pb-Free, Tape and Reel"
"IC101_2","ADG728BRUZ","TopLayer","ADI-RU-16_M","3.8958","52.4596","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC104_2","ADG728BRUZ","TopLayer","ADI-RU-16_M","14.0558","52.4596","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC100_2","ADG728BRUZ","TopLayer","ADI-RU-16_M","63.7446","17.2171","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC101_1","ADG728BRUZ","TopLayer","ADI-RU-16_M","3.8958","60.0796","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC104_1","ADG728BRUZ","TopLayer","ADI-RU-16_M","14.0558","60.0796","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"IC100_1","ADG728BRUZ","TopLayer","ADI-RU-16_M","92.3196","17.2171","180","CMOS, Low Voltage, 2-Wire Serially Controlled, Matrix Switch, -40 to 85 degC, 16-pin SOP (RU-16), Tube"
"R1112","150R","TopLayer","RESC1608X05N","34.0583","61.3496","270","SMD Resistor 150R 0603"
"R1113","150R","TopLayer","RESC1608X05N","37.2333","61.3496","270","SMD Resistor 150R 0603"
"R1114","150R","TopLayer","RESC1608X05N","40.4083","61.3372","270","SMD Resistor 150R 0603"
"R1115","150R","TopLayer","RESC1608X05N","43.5833","61.3496","270","SMD Resistor 150R 0603"
"R1116","150R","TopLayer","RESC1608X05N","46.7583","61.3496","270","SMD Resistor 150R 0603"
"R1117","150R","TopLayer","RESC1608X05N","49.9333","61.3496","270","SMD Resistor 150R 0603"
"R1548","3k3","TopLayer","RESC1608X05N","41.6783","65.4771","270","SMD Resistor 3k3 0603"
"T1512","NX2301P,215","TopLayer","NXP-SOT23_N","44.5356","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1542","130R","TopLayer","RESC5025X07N","43.9009","85.7971","90","SMD Resistor 130R 2010"
"R1536","130R","TopLayer","RESC5025X07N","43.9009","74.3671","270","SMD Resistor 130R 2010"
"R1549","3k3","TopLayer","RESC1608X05N","47.3933","65.4771","270","SMD Resistor 3k3 0603"
"T1513","NX2301P,215","TopLayer","NXP-SOT23_N","50.2508","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1543","130R","TopLayer","RESC5025X07N","49.6159","85.7971","90","SMD Resistor 130R 2010"
"R1537","130R","TopLayer","RESC5025X07N","49.6159","74.3671","270","SMD Resistor 130R 2010"
"R1550","3k3","TopLayer","RESC1608X05N","53.1083","65.4771","270","SMD Resistor 3k3 0603"
"T1514","NX2301P,215","TopLayer","NXP-SOT23_N","55.9658","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1544","130R","TopLayer","RESC5025X07N","55.3309","85.7971","90","SMD Resistor 130R 2010"
"R1538","130R","TopLayer","RESC5025X07N","55.3309","74.3671","270","SMD Resistor 130R 2010"
"R1551","3k3","TopLayer","RESC1608X05N","58.8233","65.4771","270","SMD Resistor 3k3 0603"
"T1515","NX2301P,215","TopLayer","NXP-SOT23_N","61.6808","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1545","130R","TopLayer","RESC5025X07N","61.0459","85.7971","90","SMD Resistor 130R 2010"
"R1539","130R","TopLayer","RESC5025X07N","61.0459","74.3671","270","SMD Resistor 130R 2010"
"R1552","3k3","TopLayer","RESC1608X05N","64.5383","65.4771","270","SMD Resistor 3k3 0603"
"T1516","NX2301P,215","TopLayer","NXP-SOT23_N","67.3958","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1546","130R","TopLayer","RESC5025X07N","66.7609","85.7971","90","SMD Resistor 130R 2010"
"R1540","130R","TopLayer","RESC5025X07N","66.7609","74.3671","270","SMD Resistor 130R 2010"
"R1553","3k3","TopLayer","RESC1608X05N","70.2533","65.4771","270","SMD Resistor 3k3 0603"
"T1517","NX2301P,215","TopLayer","NXP-SOT23_N","73.1108","66.1121","90","P-Channel Trench MOSFET, -20 V, -2 A, -55 to 150 degC, 3-Pin SOT23, Tape and Reel"
"R1547","130R","TopLayer","RESC5025X07N","72.4558","85.7971","90","SMD Resistor 130R 2010"
"R1541","130R","TopLayer","RESC5025X07N","72.4712","74.3671","270","SMD Resistor 130R 2010"
"R1318_2","100R","TopLayer","RESC1608X05N","60.4108","24.8371","90","SMD Resistor 100R 0603"
"R1317_2","100R","TopLayer","RESC1608X05N","57.8708","24.8371","90","SMD Resistor 100R 0603"
"R1316_2","100R","TopLayer","RESC1608X05N","55.3308","24.8371","90","SMD Resistor 100R 0603"
"R1315_2","100R","TopLayer","RESC1608X05N","52.7908","24.8371","90","SMD Resistor 100R 0603"
"R1314_2","100R","TopLayer","RESC1608X05N","50.2508","24.8371","90","SMD Resistor 100R 0603"
"R1313_2","100R","TopLayer","RESC1608X05N","47.7108","24.8371","90","SMD Resistor 100R 0603"
"Z1317_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","62.9508","30.5521","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1316_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","60.4108","33.0921","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1315_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","57.8708","30.5521","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1314_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","55.3308","33.0921","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1313_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","52.7908","30.5521","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"Z1312_2","MMSZ4692T1G","TopLayer","ONSC-SOD-123-2-425-04_V","50.2508","33.0921","0","Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"
"C1324_2","10n/100V","TopLayer","CAPC1608X08N","48.9808","28.0121","270","MLCC"
"C1325_2","10n/100V","TopLayer","CAPC1608X08N","51.5208","28.0121","270","MLCC"
"C1326_2","10n/100V","TopLayer","CAPC1608X08N","54.0608","28.0121","270","MLCC"
"C1327_2","10n/100V","TopLayer","CAPC1608X08N","56.6008","28.0121","270","MLCC"
"C1328_2","10n/100V","TopLayer","CAPC1608X08N","59.1408","28.0121","270","MLCC"
